loss,key,optimizer,epoch,dense,neuron,score
mean_absolute_error,1,Nadam,50,5,128,0.7865807368064179
mean_absolute_error,1,Nadam,50,6,64,0.8191156019392591
mean_absolute_error,1,Nadam,50,6,128,0.7846585132508377
mean_absolute_error,1,Nadam,60,3,64,0.8357160323567017
mean_absolute_error,1,Nadam,60,3,128,0.6901603530824647
mean_absolute_error,1,Nadam,60,4,64,0.7662801773135512
mean_absolute_error,1,Nadam,60,4,128,0.8035641466100292
mean_absolute_error,1,Nadam,60,5,64,0.8030169041058662
mean_absolute_error,1,Nadam,60,5,128,0.8106596275478982
mean_absolute_error,1,Nadam,60,6,64,0.8785781719521345
mean_absolute_error,1,Nadam,60,6,128,0.7792647429783403
mean_absolute_percentage_error,1,SGD,30,3,64,0.6258355975277136
mean_absolute_percentage_error,1,SGD,30,3,128,0.34518108628417254
mean_absolute_percentage_error,1,SGD,30,4,64,0.46348759316810706
